"user_id","handle","is_bot","engagement_patterns_score","influence_score","consistency_score","contradiction_score","credibility_score"
"102355805","iqrarulhassan","0.017231011125638518","0.8184546494923198","0.25020477661951335","0.9789473684210527","0.010187212301760304","0.6431221414990844"
"104141949","najamsethi","0.007738958508092158","0.7977568195550759","0.3420249656617299","0.9134532676079804","0.008064425095906137","0.6368384557142598"
"1124391429802012672","TararAttaullah","0.012608982457336205","0.781284636864654","0.28398701880362776","0.9490092592592593","0.0034506236131374656","0.6486063054317049"
"113286385","fawadchaudhry","0.020294020754245898","0.8839580836261707","0.24903472961576928","0.9143382337958716","0.032409840581878534","0.6107854179856395"
"1197811501022797826","realrazidada","0.014219986303144746","0.8651632250143807","0.33792252021784275","0.9371792097431352","0.010961072131635385","0.6074432662480761"
"1208631468","KhawajaMAsif","0.015839839360606154","0.7739406241863397","0.27192786732538554","0.9269942729284557","0.014176880126584792","0.6126445621914555"
"122453931","ImranKhanPTI","0.03217997471574052","0.6806955713464834","0.39234188095934985","0.9413371212121211","0.08179128000922237","0.6107141304360807"
"1430793200","ARYNEWSOFFICIAL","0.021888881225324536","0.4512483541117997","0.13125854231217837","0.9603075219252168","0.0008500281084074183","0.6649908413239707"
"1454557225","ImranRiazKhan","0.008550671013994185","0.8375435680215146","0.3944510985104028","0.8916615476499998","0.0019413831986205274","0.6099404139360395"
"146963441","sherafzalmarwat","0.012370014697624694","0.7958460708353411","0.23966677493733982","0.9129870662848714","0.020937889534542814","0.6237705620401384"
"149516743","geonews_english","0.11801432578839628","0.7455653377111261","0.18997236830726064","0.9517707010075666","0.004029406990207317","0.5901759329407782"
"1624165527399854081","Aladeen_Pro","0.013238475747855196","0.7934502442602297","0.36663445078502954","0.9068730430571476","0.010731212467927364","0.6054523544430429"
"165796189","geonews_urdu","0.035315125385573465","0.3789662269223126","0.1246682725998913","0.9785714285714285","0.0","0.6192531089513534"
"1757282927539367937","Aleema_KhanPK","0.03112562635526634","0.6874499298896284","0.38150912294870987","0.8738977072310405","0.09394301418904905","0.6156871196539905"
"205712608","soldierspeaks","0.00804050212093779","0.8951859542009739","0.3566388467934889","0.9105411345630864","0.00037843063548999707","0.6214588201022813"
"213539531","HamidMirPAK","0.008962470993467414","0.5932215570424931","0.3151699226985031","0.9018025969175623","0.0037315957187685086","0.6379242760126997"
"2363797152","NusratNaziroff","0.2773127775450356","0.125","0.0781065700982928","1.0","0.0","0.4201974117905082"
"2432070745","HassanNisar","0.007160012268380474","0.7181465038549119","0.32961378950261433","0.9189347859475412","0.0012378139530053775","0.635105763274285"
"249022032","dawn_com","0.030677325142771893","0.43626849563712455","0.21241717639716454","0.9302293475755167","0.00010316372454674934","0.6652351354942609"
"281408168","OryaMaqboolJan","0.008893916694879742","0.7995797491133692","0.35613907984105897","0.8982729485974325","0.0054555740486049","0.6154501451367073"
"286042531","TalatHussain12","0.018648132684810203","0.6994141164001124","0.2390575004127164","0.9032274118531987","0.015436239540576935","0.6186069476519074"
"29683692","SHaiderRMehdi","0.007600315771809849","0.831706325386951","0.3220736258152669","0.8983245243246033","0.002753463086656115","0.6271667236670082"
"414589217","ShazadAkbar","0.015542346705653756","0.8540892436911646","0.32950120067281985","0.8809884556236383","0.01785263839326821","0.6116652307398192"
"45075214","siasatpk","0.06043878811170244","0.6614574567101721","0.2585167545838585","0.9508295311652875","0.0","0.6112580975277182"
"453507741","MaryamNSharif","0.06094361072669203","0.4310222488638671","0.2467493932679742","0.9703947368421053","0.0","0.6126735517773504"
"496343379","ARYSabirShakir","0.007275177553707513","0.7753989349724355","0.24528493673113994","0.9454394693200663","0.00459775989120071","0.6380877019369375"
"54610518","mubasherlucman","0.018456976953107","0.6895252945816862","0.30143864505992435","0.9141713635263696","0.0021848676411749483","0.6200677535416035"
"546580892","SHABAZGIL","0.004118755039754615","0.8352829371908528","0.3591544934478443","0.92772100008752","0.007114939141173322","0.6189833812455732"
"577459091","MoeedNj","0.0015392826002223654","0.8377767596683672","0.3291785250771918","0.8809523999352671","0.003748812513369706","0.6432956588006402"
"589921934","Kashifabbasiary","0.05346874196894879","0.635985280215769","0.34599407900463","0.9393939393939394","0.0","0.6043803163261056"
"615983648","SaleemKhanSafi","0.11777106508706296","0.2849400404286204","0.11278945743076849","1.0","0.0","0.5630347894155717"
"62710586","_Mansoor_Ali","0.02792064125017252","0.7908755918988721","0.35259433309466504","0.9015470140381547","0.0034540331332774724","0.6138640477356377"
"74964902","WajSKhan","0.019393180016523143","0.8489944979646551","0.2494826823369804","0.9200419350129792","0.0035989081583346063","0.6254490033446998"
"94758424","javeednusrat","0.12120001528245163","0.7730353876124938","0.2854891780840769","0.9203752394644227","0.0017625773564363136","0.5348881915612428"
"99458922","DunyaNews","0.016958712497860857","0.4403595940331067","0.13876604946714938","1.0","0.002899933650144489","0.6544953118078195"
